#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
BGC0000017_anaH_289	0.0000	483	0.3727	0.0000	0	0	0	0.0000	0	0.00
BGC0000017_NULL_290	0.0000	348	0.4598	0.0000	0	0	0	0.0000	0	0.00
BGC0000017_NULL_291	0.0000	1086	0.4309	0.0000	0	0	0	0.0000	0	0.00
BGC0000017_NULL_292	0.0000	699	0.4278	0.0000	0	0	0	0.0000	0	0.00
BGC0000017_NULL_293	0.0000	345	0.4232	0.0000	0	0	0	0.0000	0	0.00
BGC0000017_NULL_294	0.0000	279	0.4301	0.0000	0	0	0	0.0000	0	0.00
BGC0000017_NULL_295	0.0000	648	0.4444	0.0000	0	0	0	0.0000	0	0.00
BGC0000018_angAI_296	0.0000	13311	0.7141	0.0000	0	0	0	0.0000	0	0.00
BGC0000018_angAII_297	0.0000	6261	0.7497	0.0000	0	0	0	0.0000	0	0.00
BGC0000018_angAIII_298	0.0000	11553	0.7380	0.0000	0	0	0	0.0000	0	0.00
BGC0000018_angAIV_299	0.0000	4731	0.7218	0.0000	0	0	0	0.0000	0	0.00
BGC0000018_angAV_300	0.0000	6015	0.7707	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_301	0.0000	1344	0.7939	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_302	0.0000	1275	0.7302	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_303	0.0000	723	0.7082	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_304	0.0000	1365	0.6821	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_305	0.0000	1926	0.7430	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_306	0.0000	1245	0.7357	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_307	0.0000	984	0.7612	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_308	0.0000	1005	0.7075	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_309	0.0000	1233	0.6853	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_310	0.0000	1215	0.7267	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_311	0.0000	609	0.7225	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_312	0.0000	1104	0.7627	0.0000	0	0	0	0.0000	0	0.00
BGC0000019_NULL_313	0.0000	1734	0.7353	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm37_314	0.0000	1678	0.7282	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm36_315	0.0000	318	0.7862	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm35_316	0.0000	1179	0.7439	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm34_317	0.0000	615	0.7545	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm33_318	0.0000	573	0.7400	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm32_319	0.0000	204	0.7402	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm31_320	3.3391	1047	0.7278	22.6361	237	16	20	0.5915	0	7.95
BGC0000020_asm30_321	0.0000	3018	0.7538	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm29_322	0.0000	582	0.7337	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm28_323	0.0000	465	0.7290	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm27_324	0.0000	1026	0.7758	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm26_325	0.0000	243	0.6914	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm25_326	0.0000	1209	0.7833	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asmB_327	0.0000	9222	0.7910	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asmA_328	0.0000	14055	0.7900	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm24_329	0.0000	1167	0.7506	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm23_330	0.0000	435	0.7218	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm22_331	0.0000	756	0.7540	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm21_332	0.0000	2007	0.7215	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm20_333	0.0000	348	0.7098	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm19_334	0.0000	1137	0.7458	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm18_335	0.0000	2742	0.7841	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm17_336	0.0000	504	0.7579	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm16_337	0.0000	1314	0.7648	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm15_338	0.0000	1074	0.7803	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm14_339	0.0000	273	0.7363	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm13_340	0.0000	1026	0.7788	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm12_341	0.0000	1326	0.7323	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm11_342	0.0000	1443	0.7879	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm10_343	0.0000	885	0.7695	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm9_344	0.0000	780	0.7308	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asmD_345	0.0000	9975	0.7917	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asmC_346	0.0000	4770	0.7874	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm8_347	0.0000	3354	0.8059	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm7_348	0.0000	1047	0.7803	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm6_349	0.0000	294	0.7483	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm5_350	0.0000	1251	0.7714	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm4_351	0.0445	2247	0.7730	4.4504	100	0	1	0.6900	0	0.21
BGC0000020_asm3_352	0.0000	267	0.7828	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm2_353	0.0000	645	0.7519	0.0000	0	0	0	0.0000	0	0.00
BGC0000020_asm1_354	0.0000	726	0.7810	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoF_355	0.0000	1446	0.7206	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoH4_356	0.0000	1008	0.7073	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoGT3_357	0.0000	1275	0.7082	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoH3_358	0.0000	993	0.7452	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoM5_359	0.0000	1275	0.6573	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoH2_360	0.0000	975	0.7344	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoH1_361	0.0000	1461	0.6687	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoGT2_362	0.0000	1170	0.7017	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoD1_363	0.0000	1260	0.6810	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoD2_364	0.0000	597	0.6549	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoD3_365	0.0000	333	0.7267	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoM4_366	0.0000	984	0.6697	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoS11_367	0.0000	789	0.7009	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoR4_368	0.0000	3129	0.7152	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoM3_369	0.0000	786	0.6387	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoM2_370	0.0000	537	0.6331	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoE_371	0.0000	1083	0.6537	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoI_372	0.0000	1125	0.7173	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoJ_373	0.0000	294	0.6633	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoK_374	0.0000	867	0.6886	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoS10_375	0.0000	4467	0.7305	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoR3_376	0.0000	1035	0.7072	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoR2_377	0.0000	2124	0.7387	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoC_378	0.0000	1014	0.7002	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoB_379	0.0000	1701	0.6755	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoG_380	0.0000	543	0.6611	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoP_381	0.0000	1194	0.6725	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoS8_382	0.0000	5634	0.7172	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoGT1_383	0.0000	1131	0.7056	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoS7_384	0.0000	10509	0.7173	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoS6_385	0.0000	9948	0.7023	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoS5_386	0.0000	15801	0.7116	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoS4_387	0.0000	3369	0.7130	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoS3_388	0.0000	1368	0.6996	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoS2_389	0.0000	5364	0.7142	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoS1_390	0.0000	18795	0.7153	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoM1_391	0.0000	792	0.6667	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoA_392	0.0000	1131	0.6622	0.0000	0	0	0	0.0000	0	0.00
BGC0000021_apoR1_393	0.0000	2850	0.7158	0.0000	0	0	0	0.0000	0	0.00
BGC0000022_AN1027.2_394	0.0000	957	0.5569	0.0000	0	0	0	0.0000	0	0.00
BGC0000022_AN1028.2_395	0.0000	1887	0.5681	0.0000	0	0	0	0.0000	0	0.00
BGC0000022_AN1029.2_396	0.0000	2001	0.6067	0.0000	0	0	0	0.0000	0	0.00
BGC0000022_AN1030.2_397	0.0000	1218	0.6248	0.0000	0	0	0	0.0000	0	0.00
BGC0000022_AN1031.2_398	0.0000	1617	0.5912	0.0000	0	0	0	0.0000	0	0.00
BGC0000022_AN1032.2_399	0.0000	894	0.6051	0.0000	0	0	0	0.0000	0	0.00
BGC0000022_AN1033.2_400	0.0000	1323	0.5805	0.0000	0	0	0	0.0000	0	0.00
BGC0000022_AN1034.2_401	0.0000	8382	0.6015	0.0000	0	0	0	0.0000	0	0.00
BGC0000022_AN1035.2_402	0.0000	1446	0.5858	0.0000	0	0	0	0.0000	0	0.00
BGC0000022_AN1036.2_403	0.0000	7584	0.6126	0.0000	0	0	0	0.0000	0	0.00
BGC0000022_AN1037.2_404	0.0000	1281	0.5948	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_NULL_405	0.0000	1350	0.6533	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_NULL_406	0.0000	1041	0.6657	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_NULL_407	0.0000	1875	0.6565	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_NULL_408	0.0000	492	0.6280	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_aufA_409	0.0000	1431	0.6576	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_aufB_410	0.0000	1239	0.6683	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_aufC_411	0.0000	5604	0.6702	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_aufD_412	0.0000	10182	0.6770	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_aufE_413	0.0000	5496	0.6679	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_aufF_414	0.0000	10083	0.6792	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_aufG_415	0.0000	6411	0.6860	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_aufH_416	0.0000	1410	0.6603	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_aufI_417	0.0000	8127	0.6864	0.0000	0	0	0	0.0000	0	0.00
BGC0000023_aufJ_418	0.0000	1521	0.6765	0.0000	0	0	0	0.0000	0	0.00
BGC0000024_aurD_419	0.0000	816	0.7341	0.0000	0	0	0	0.0000	0	0.00
BGC0000024_aurE_420	0.0000	1518	0.7240	0.0000	0	0	0	0.0000	0	0.00
BGC0000024_aurF_421	0.0000	1011	0.7082	0.0000	0	0	0	0.0000	0	0.00
BGC0000024_aurA_422	0.0000	5721	0.7600	0.0000	0	0	0	0.0000	0	0.00
BGC0000024_aurG_423	0.0000	2088	0.7300	0.0000	0	0	0	0.0000	0	0.00
BGC0000024_aurH_424	0.0000	1221	0.7109	0.0000	0	0	0	0.0000	0	0.00
BGC0000024_aurB_425	0.0000	6495	0.7569	0.0000	0	0	0	0.0000	0	0.00
BGC0000024_aurC_426	0.0000	6606	0.7361	0.0000	0	0	0	0.0000	0	0.00
BGC0000024_aurI_427	0.0000	693	0.6768	0.0000	0	0	0	0.0000	0	0.00
BGC0000025_orf-1_428	0.0000	714	0.7353	0.0000	0	0	0	0.0000	0	0.00
BGC0000025_aveBI_429	0.0000	1239	0.6723	0.0000	0	0	0	0.0000	0	0.00
BGC0000025_aveBII_430	0.0000	1068	0.6845	0.0000	0	0	0	0.0000	0	0.00
BGC0000025_aveBIII_431	0.0000	900	0.6389	0.0000	0	0	0	0.0000	0	0.00
BGC0000025_aveBIV_432	0.0000	1032	0.7393	0.0000	0	0	0	0.0000	0	0.00
BGC0000025_aveBV_433	0.0000	678	0.7271	0.0000	0	0	0	0.0000	0	0.00
BGC0000025_aveBVI_434	0.0000	1410	0.7057	0.0000	0	0	0	0.0000	0	0.00
BGC0000025_aveBVII_435	0.0000	774	0.6744	0.0000	0	0	0	0.0000	0	0.00
BGC0000025_aveBVIII_436	0.0000	1044	0.7126	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviX1_437	0.9054	1089	0.6593	37.2819	406	6	4	0.6562	0	1.46
BGC0000026_aviX2_438	0.0000	282	0.6241	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviX3_439	0.0000	255	0.6196	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviX4_440	0.0000	687	0.6943	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviX5_441	0.0000	546	0.7179	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviRb_442	0.0000	864	0.6875	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviX6_443	0.0000	351	0.7094	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviX7_444	0.0000	147	0.6939	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviX8_445	0.0000	342	0.6433	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviRa_446	0.0000	753	0.7371	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviQ1_447	0.0000	969	0.7162	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviGT2_448	0.0000	723	0.7151	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviX9_449	0.0000	1068	0.7013	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviC1_450	0.0000	621	0.6232	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviC2_451	0.0000	579	0.6511	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviX10_452	0.0000	411	0.6302	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviX11_453	0.0000	696	0.7126	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviG1_454	0.0000	1224	0.6961	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviJ_455	0.0000	1431	0.7163	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviN_456	0.0000	1032	0.6938	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviM_457	0.0000	3882	0.7385	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviD_458	0.0000	1068	0.6816	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviE1_459	0.0000	1068	0.7004	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviQ2_460	0.0000	1029	0.6910	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviG5_461	0.0000	600	0.7000	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviO1_462	0.0000	672	0.7173	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviGT1_463	0.0000	1293	0.7169	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviE2_464	0.0000	1014	0.7101	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviG2_465	0.0000	723	0.6888	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviZ1_466	0.0000	993	0.7251	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviG6_467	0.0000	720	0.7264	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviO3_468	0.0000	945	0.7143	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviG3_469	0.0000	834	0.7554	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviX12_470	0.0000	1191	0.6717	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviABC1_471	0.0000	972	0.7109	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviABC2_472	0.0000	798	0.6942	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviB1_473	0.0000	1005	0.7333	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviB2_474	0.0000	963	0.7113	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviGT3_475	0.0000	1017	0.7276	0.0000	0	0	0	0.0000	0	0.00
BGC0000026_aviGT4_476	0.0000	1029	0.7308	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2360_477	0.0000	501	0.5230	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2361_478	0.0000	909	0.5292	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2362MpPKS5_479	0.0000	8070	0.5357	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2363R1_480	0.0000	1539	0.5309	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2364A_481	0.0000	912	0.5329	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2365B_482	0.0000	1368	0.5848	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2366C_483	0.0000	1029	0.5763	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2367B_484	0.0000	2241	0.6073	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2368E_485	0.0000	1110	0.6396	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2369_486	0.0000	915	0.6579	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2370R2_487	0.0000	1383	0.6399	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2371MpFasA2_488	0.0000	5538	0.5928	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2372MpFasB2_489	0.0000	6045	0.5459	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2373_490	0.0000	213	0.4460	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2374_491	0.0000	639	0.5196	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2375_492	0.0000	1032	0.4884	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2376_493	0.0000	1011	0.5381	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2377_494	0.0000	1218	0.5312	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2378_495	0.0000	192	0.4635	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2379_496	0.0000	1227	0.4808	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2380_497	0.0000	1365	0.5429	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2381F_498	0.0000	1311	0.5553	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2382_499	0.0000	1380	0.5507	0.0000	0	0	0	0.0000	0	0.00
BGC0000027_2383_500	0.0000	1410	0.5603	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_501	0.0000	1587	0.7152	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_502	0.0000	1545	0.7081	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_503	0.0000	1245	0.6892	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_504	0.0000	14655	0.7503	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_505	0.0000	15438	0.7556	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_506	0.0000	11907	0.7542	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_507	0.0000	10536	0.7497	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_508	0.0000	6312	0.7586	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_509	0.0000	891	0.7228	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_510	0.0000	282	0.6809	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_511	0.0000	1092	0.7500	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_512	0.0000	1098	0.7277	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_513	0.0000	663	0.7134	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_514	0.0000	1830	0.7557	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_515	0.0000	762	0.7336	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_516	0.0000	354	0.7147	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_517	0.0000	963	0.7227	0.0000	0	0	0	0.0000	0	0.00
BGC0000028_NULL_518	0.0000	999	0.7107	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_NULL_519	0.0000	408	0.6936	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_NULL_520	0.0000	600	0.6567	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_NULL_521	0.0000	435	0.7195	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becH_522	0.0000	2856	0.7003	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becA_523	0.0000	16749	0.7178	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becI_524	0.0000	1089	0.7107	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becC_525	0.0000	2085	0.7266	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becU_526	0.0000	564	0.6507	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becB_527	0.0000	10584	0.7415	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becJ_528	0.0000	1599	0.7267	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becK_529	0.0000	972	0.6903	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becS_530	0.0000	237	0.5612	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becL_531	0.0000	1518	0.6976	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becM_532	0.0000	597	0.6767	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becN_533	0.0000	1575	0.6959	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becO_534	0.0000	1236	0.6828	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becD_535	0.0000	10119	0.7257	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becP_536	0.0000	942	0.6879	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becG_537	0.0000	5961	0.7296	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becF_538	0.0000	10134	0.7272	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becE_539	0.0000	4896	0.7077	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becT_540	0.0000	288	0.7326	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_becQ_541	0.0000	774	0.6848	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_NULL_542	0.0000	714	0.6793	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_NULL_543	0.0613	1614	0.6958	6.1338	99	1	0	0.6162	0	0.24
BGC0000029_NULL_544	0.0000	771	0.7730	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_NULL_545	0.0000	696	0.7270	0.0000	0	0	0	0.0000	0	0.00
BGC0000029_NULL_546	0.0000	378	0.7910	0.0000	0	0	0	0.0000	0	0.00
BGC0000030_FFUJ_14916_547	0.0000	1032	0.4913	0.0000	0	0	0	0.0000	0	0.00
BGC0000030_FFUJ_06742_548	0.0000	6111	0.5320	0.0000	0	0	0	0.0000	0	0.00
BGC0000030_FFUJ_06743_549	0.0000	1470	0.5320	0.0000	0	0	0	0.0000	0	0.00
BGC0000030_FFUJ_06744_550	0.0000	1362	0.5154	0.0000	0	0	0	0.0000	0	0.00
BGC0000030_FFUJ_06745_551	0.0000	981	0.5627	0.0000	0	0	0	0.0000	0	0.00
BGC0000030_FFUJ_06746_552	0.0000	2232	0.5103	0.0000	0	0	0	0.0000	0	0.00
BGC0000030_FFUJ_06747_553	0.0000	1458	0.5652	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_NULL_554	0.0000	312	0.7436	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_NULL_555	0.0000	2607	0.7587	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_NULL_556	0.0000	639	0.7105	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_NULL_557	0.0000	990	0.7475	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_NULL_558	0.0000	831	0.6980	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_NULL_559	0.0000	558	0.7240	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_NULL_560	0.0000	972	0.7305	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borB_561	0.0000	795	0.6931	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borC_562	0.0000	798	0.7155	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borD_563	0.0000	753	0.7331	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borE_564	0.0000	1173	0.7417	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borF_565	0.0000	819	0.7350	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borG_566	0.0000	1620	0.7123	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borH_567	0.0000	2052	0.7373	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borA1_568	0.0000	2631	0.7332	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borA2_569	0.0000	4716	0.7040	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borA3_570	0.0000	10503	0.7171	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borA4_571	0.0000	4824	0.7154	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borA5_572	0.0000	6471	0.7115	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borA6_573	0.0000	5229	0.7198	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borI_574	0.0000	1281	0.6846	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borJ_575	0.0000	1365	0.6923	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borK_576	0.0000	993	0.7311	0.0000	0	0	0	0.0000	0	0.00
BGC0000031_borL_577	0.0000	1671	0.6984	0.0000	0	0	0	0.0000	0	0.00
